All,الكل,module,Magento_AdminGws
None,"لا شئ",module,Magento_AdminGws
"Allowed Scopes","النطاقات المسموح بها",module,Magento_AdminGws
"You need more permissions to delete this item(s): %1.","تحتاج إلى مزيد من الصلاحيات لحذف هذا العنصر (عناصر): %1.",module,Magento_AdminGws
"There are rules that have been changed but were not applied. Only users with exclusive access can apply rules.","هناك قواعد تم تغييرها ولكنها لم تطبق. المستخدمين اللذين لديهم دخول حصري يمكنهم تطبيق القواعد فقط.",module,Magento_AdminGws
"Please assign this entity to a store view.","الرجاء ربط هذا الكيان بطريقة عرض متجر.",module,Magento_AdminGws
"You can create an order in an active store only.","يمكنك إنشاء أمر في متجر نشط فقط.",module,Magento_AdminGws
"Please assign this item to a store view.","الرجاء ربط هذا العنصر إلى طريقة عرض متجر.",module,Magento_AdminGws
"You need more permissions to save this item.","تحتاج إلى مزيد من الصلاحيات لحفظ هذا العنصر.",module,Magento_AdminGws
"You need more permissions to delete this item.","تحتاج إلى مزيد من الصلاحيات لحذف هذا العنصر.",module,Magento_AdminGws
"You need more permissions to view this item.","تحتاج إلى مزيد من الصلاحيات لعرض هذا العنصر.",module,Magento_AdminGws
"Please specify at least one website or one store group.","الرجاء تحديد موقع واحد على الأقل أو مجموعة متاجر واحدة.",module,Magento_AdminGws
"You need more permissions to set All Scopes to a Role.","تحتاج لسماحية اكثر لتعيين كافة النطاقات الى واحد من الادوار.",module,Magento_AdminGws
"Incorrect website ID: %1","معرف الموقع غير صحيح: %1",module,Magento_AdminGws
"You need more permissions to access website ""%1"".","تحتاج لمزيد من الصلاحيات للوصول إلى الموقع ""%1"".",module,Magento_AdminGws
"Incorrect store ID: %1","معرف المتجر غير صحيح: %1",module,Magento_AdminGws
"You need more permissions to save this setting.","تحتاج إلى مزيد من الصلاحيات لحفظ هذا الإعداد.",module,Magento_AdminGws
"Role Scopes","نطاقات الدور",module,Magento_AdminGws
Custom,مخصص,module,Magento_AdminGws
"Read Details","قراءة التفاصيل",module,Magento_AdminNotification
"Mark as Read","تعيين كمقروء",module,Magento_AdminNotification
"Are you sure?","هل أنت متأكد؟",module,Magento_AdminNotification
Remove,ازالة,module,Magento_AdminNotification
"Messages Inbox","رسائل علبة الوارد",module,Magento_AdminNotification
"You have %1 new system messages","لديك %1 من رسائل النظام الجديدة",module,Magento_AdminNotification
"You have %1 new system message","لديك %1 رسالة نظام جديدة",module,Magento_AdminNotification
"Incoming Message","رسالة واردة",module,Magento_AdminNotification
close,إغلاق,module,Magento_AdminNotification
"Read details","اقرأ التفاصيل",module,Magento_AdminNotification
Notifications,اشعارات,module,Magento_AdminNotification
"The message has been marked as Read.","تم وضع علامة مقروءة على الرسالة.",module,Magento_AdminNotification
"We couldn't mark the notification as Read because of an error.","بسبب خطأ ما لم يتم وضع علامة قراءة الاشعار.",module,Magento_AdminNotification
